Date,Year,Gold_24K_1gm_INR,Gold_24K_10gm_INR,Gold_916_1gm_INR,Gold_916_10gm_INR
2001-05-10,2001,946.35,9463.49,866.86,8668.56
2001-05-11,2001,955.54,9555.4,875.27,8752.75
2001-05-12,2001,940.02,9400.19,861.06,8610.58
2001-05-13,2001,953.54,9535.43,873.45,8734.45
2001-05-14,2001,958.42,9584.23,877.92,8779.16
2001-05-15,2001,964.92,9649.19,883.87,8838.66
2001-05-16,2001,946.89,9468.93,867.35,8673.54
2001-05-17,2001,943.85,9438.53,864.57,8645.7
2001-05-18,2001,969.92,9699.18,888.45,8884.45
2001-05-19,2001,939.74,9397.42,860.8,8608.04
2001-05-20,2001,959.1,9591.01,878.54,8785.37
2001-05-21,2001,951.14,9511.42,871.25,8712.46
2001-05-22,2001,958.32,9583.24,877.82,8778.25
2001-05-23,2001,969.02,9690.23,887.62,8876.25
2001-05-24,2001,976.68,9766.76,894.64,8946.36
2001-05-25,2001,964.14,9641.42,883.15,8831.54
2001-05-26,2001,961.76,9617.56,880.97,8809.69
2001-05-27,2001,970.11,9701.09,888.62,8886.2
2001-05-28,2001,974.02,9740.17,892.2,8922.0
2001-05-29,2001,970.5,9704.98,888.98,8889.76
2001-05-30,2001,977.32,9773.16,895.22,8952.22
2001-05-31,2001,970.64,9706.37,889.1,8891.03
2001-06-01,2001,968.24,9682.37,886.91,8869.05
2001-06-02,2001,962.96,9629.56,882.07,8820.67
2001-06-03,2001,968.45,9684.54,887.1,8871.04
2001-06-04,2001,990.93,9909.26,907.69,9076.88
2001-06-05,2001,973.61,9736.15,891.83,8918.31
2001-06-06,2001,979.13,9791.32,896.88,8968.85
2001-06-07,2001,978.56,9785.65,896.37,8963.65
2001-06-08,2001,972.68,9726.79,890.97,8909.74
2001-06-09,2001,980.45,9804.46,898.09,8980.88
2001-06-10,2001,979.51,9795.08,897.23,8972.3
2001-06-11,2001,980.15,9801.53,897.82,8978.2
2001-06-12,2001,972.82,9728.22,891.11,8911.05
2001-06-13,2001,985.45,9854.52,902.67,9026.74
2001-06-14,2001,973.01,9730.09,891.28,8912.77
2001-06-15,2001,978.4,9783.97,896.21,8962.12
2001-06-16,2001,1000.19,10001.92,916.18,9161.76
2001-06-17,2001,991.84,9918.38,908.52,9085.23
2001-06-18,2001,999.29,9992.95,915.35,9153.54
2001-06-19,2001,1001.13,10011.3,917.04,9170.35
2001-06-20,2001,981.62,9816.16,899.16,8991.6
2001-06-21,2001,979.32,9793.17,897.05,8970.54
2001-06-22,2001,1003.97,10039.66,919.63,9196.33
2001-06-23,2001,1007.53,10075.29,922.9,9228.97
2001-06-24,2001,996.61,9966.15,912.9,9128.99
2001-06-25,2001,1010.42,10104.15,925.54,9255.4
2001-06-26,2001,992.67,9926.71,909.29,9092.87
2001-06-27,2001,990.13,9901.33,906.96,9069.62
2001-06-28,2001,1004.22,10042.16,919.86,9198.62
2001-06-29,2001,984.88,9848.81,902.15,9021.51
2001-06-30,2001,995.12,9951.18,911.53,9115.28
2001-07-01,2001,994.07,9940.69,910.57,9105.67
2001-07-02,2001,986.24,9862.43,903.4,9033.98
2001-07-03,2001,1007.15,10071.54,922.55,9225.53
2001-07-04,2001,987.77,9877.7,904.8,9047.98
2001-07-05,2001,1017.28,10172.82,931.83,9318.3
2001-07-06,2001,992.48,9924.84,909.12,9091.15
2001-07-07,2001,1018.22,10182.19,932.69,9326.88
2001-07-08,2001,995.81,9958.07,912.16,9121.59
2001-07-09,2001,993.22,9932.21,909.79,9097.9
2001-07-10,2001,988.06,9880.65,905.07,9050.67
2001-07-11,2001,1010.73,10107.29,925.83,9258.28
2001-07-12,2001,1007.14,10071.42,922.54,9225.42
2001-07-13,2001,1022.94,10229.4,937.01,9370.13
2001-07-14,2001,1029.76,10297.63,943.26,9432.63
2001-07-15,2001,1016.95,10169.54,931.53,9315.3
2001-07-16,2001,1005.43,10054.31,920.97,9209.74
2001-07-17,2001,1009.41,10094.12,924.62,9246.21
2001-07-18,2001,1013.59,10135.94,928.45,9284.52
2001-07-19,2001,1036.96,10369.57,949.85,9498.53
2001-07-20,2001,1008.92,10089.2,924.17,9241.71
2001-07-21,2001,1024.28,10242.83,938.24,9382.43
2001-07-22,2001,1020.4,10203.97,934.68,9346.83
2001-07-23,2001,1006.58,10065.76,922.02,9220.24
2001-07-24,2001,1031.37,10313.68,944.73,9447.33
2001-07-25,2001,1023.91,10239.09,937.9,9379.01
2001-07-26,2001,1006.02,10060.18,921.51,9215.12
2001-07-27,2001,1030.77,10307.7,944.19,9441.86
2001-07-28,2001,1021.27,10212.71,935.48,9354.85
2001-07-29,2001,1014.78,10147.81,929.54,9295.39
2001-07-30,2001,1026.4,10264.02,940.18,9401.84
2001-07-31,2001,1015.76,10157.59,930.44,9304.35
2001-08-01,2001,1027.81,10278.14,941.48,9414.78
2001-08-02,2001,1028.77,10287.65,942.35,9423.49
2001-08-03,2001,1057.39,10573.93,968.57,9685.72
2001-08-04,2001,1038.01,10380.15,950.82,9508.22
2001-08-05,2001,1029.92,10299.19,943.41,9434.05
2001-08-06,2001,1035.72,10357.17,948.72,9487.17
2001-08-07,2001,1034.08,10340.78,947.22,9472.16
2001-08-08,2001,1029.74,10297.41,943.24,9432.43
2001-08-09,2001,1021.11,10211.12,935.34,9353.39
2001-08-10,2001,1025.96,10259.56,939.78,9397.76
2001-08-11,2001,1036.0,10359.96,948.97,9489.73
2001-08-12,2001,1025.64,10256.35,939.48,9394.82
2001-08-13,2001,1030.25,10302.51,943.71,9437.1
2001-08-14,2001,1055.81,10558.12,967.12,9671.24
2001-08-15,2001,1041.26,10412.58,953.79,9537.92
2001-08-16,2001,1056.57,10565.73,967.82,9678.21
2001-08-17,2001,1066.25,10662.48,976.68,9766.83
2001-08-18,2001,1059.54,10595.41,970.54,9705.4
2001-08-19,2001,1051.05,10510.48,962.76,9627.6
2001-08-20,2001,1047.13,10471.29,959.17,9591.71
2001-08-21,2001,1060.73,10607.29,971.63,9716.28
2001-08-22,2001,1032.44,10324.42,945.72,9457.17
2001-08-23,2001,1051.05,10510.52,962.76,9627.64
2001-08-24,2001,1039.68,10396.76,952.34,9523.43
2001-08-25,2001,1054.27,10542.65,965.71,9657.07
2001-08-26,2001,1049.36,10493.62,961.22,9612.16
2001-08-27,2001,1057.59,10575.9,968.75,9687.52
2001-08-28,2001,1070.17,10701.73,980.28,9802.79
2001-08-29,2001,1088.97,10889.67,997.49,9974.94
2001-08-30,2001,1058.16,10581.65,969.28,9692.79
2001-08-31,2001,1066.25,10662.47,976.68,9766.82
2001-09-01,2001,1063.5,10635.03,974.17,9741.68
2001-09-02,2001,1042.01,10420.07,954.48,9544.78
2001-09-03,2001,1054.19,10541.91,965.64,9656.39
2001-09-04,2001,1054.41,10544.07,965.84,9658.37
2001-09-05,2001,1054.96,10549.55,966.34,9663.39
2001-09-06,2001,1068.65,10686.49,978.88,9788.82
2001-09-07,2001,1080.49,10804.88,989.73,9897.27
2001-09-08,2001,1068.03,10680.32,978.32,9783.18
2001-09-09,2001,1067.14,10671.43,977.5,9775.03
2001-09-10,2001,1069.94,10699.38,980.06,9800.63
2001-09-11,2001,1068.91,10689.06,979.12,9791.18
2001-09-12,2001,1046.37,10463.67,958.47,9584.72
2001-09-13,2001,1069.66,10696.6,979.81,9798.09
2001-09-14,2001,1096.05,10960.53,1003.98,10039.84
2001-09-15,2001,1084.79,10847.87,993.66,9936.65
2001-09-16,2001,1060.17,10601.69,971.11,9711.15
2001-09-17,2001,1086.19,10861.91,994.95,9949.51
2001-09-18,2001,1075.18,10751.76,984.86,9848.61
2001-09-19,2001,1070.52,10705.2,980.6,9805.96
2001-09-20,2001,1067.37,10673.73,977.71,9777.14
2001-09-21,2001,1100.27,11002.73,1007.85,10078.5
2001-09-22,2001,1083.57,10835.7,992.55,9925.5
2001-09-23,2001,1086.32,10863.17,995.07,9950.66
2001-09-24,2001,1089.67,10896.65,998.13,9981.33
2001-09-25,2001,1078.73,10787.28,988.11,9881.15
2001-09-26,2001,1082.92,10829.16,991.95,9919.51
2001-09-27,2001,1108.98,11089.76,1015.82,10158.22
2001-09-28,2001,1075.19,10751.85,984.87,9848.69
2001-09-29,2001,1112.13,11121.3,1018.71,10187.11
2001-09-30,2001,1090.02,10900.16,998.46,9984.55
2001-10-01,2001,1100.67,11006.68,1008.21,10082.12
2001-10-02,2001,1092.46,10924.57,1000.69,10006.91
2001-10-03,2001,1086.33,10863.27,995.08,9950.76
2001-10-04,2001,1093.82,10938.24,1001.94,10019.43
2001-10-05,2001,1088.33,10883.26,996.91,9969.07
2001-10-06,2001,1085.66,10856.56,994.46,9944.6
2001-10-07,2001,1117.39,11173.87,1023.53,10235.26
2001-10-08,2001,1117.86,11178.58,1023.96,10239.58
2001-10-09,2001,1108.78,11087.76,1015.64,10156.39
2001-10-10,2001,1075.01,10750.1,984.71,9847.1
2001-10-11,2001,1104.77,11047.72,1011.97,10119.71
2001-10-12,2001,1082.61,10826.07,991.67,9916.68
2001-10-13,2001,1099.21,10992.05,1006.87,10068.72
2001-10-14,2001,1104.31,11043.14,1011.55,10115.51
2001-10-15,2001,1116.09,11160.91,1022.34,10223.39
2001-10-16,2001,1109.86,11098.63,1016.63,10166.34
2001-10-17,2001,1111.02,11110.17,1017.69,10176.91
2001-10-18,2001,1111.12,11111.21,1017.79,10177.87
2001-10-19,2001,1120.05,11200.49,1025.96,10259.64
2001-10-20,2001,1101.05,11010.47,1008.56,10085.59
2001-10-21,2001,1106.22,11062.23,1013.3,10133.01
2001-10-22,2001,1096.56,10965.56,1004.45,10044.45
2001-10-23,2001,1120.83,11208.32,1026.68,10266.82
2001-10-24,2001,1129.44,11294.41,1034.57,10345.68
2001-10-25,2001,1122.79,11227.87,1028.47,10284.73
2001-10-26,2001,1128.4,11284.04,1033.62,10336.18
2001-10-27,2001,1112.78,11127.8,1019.31,10193.07
2001-10-28,2001,1125.07,11250.71,1030.57,10305.65
2001-10-29,2001,1122.94,11229.39,1028.61,10286.12
2001-10-30,2001,1120.4,11203.99,1026.29,10262.86
2001-10-31,2001,1124.1,11240.96,1029.67,10296.72
2001-11-01,2001,1124.83,11248.34,1030.35,10303.48
2001-11-02,2001,1132.07,11320.7,1036.98,10369.77
2001-11-03,2001,1125.48,11254.82,1030.94,10309.41
2001-11-04,2001,1097.47,10974.66,1005.28,10052.79
2001-11-05,2001,1117.26,11172.65,1023.41,10234.14
2001-11-06,2001,1126.46,11264.6,1031.84,10318.37
2001-11-07,2001,1133.84,11338.42,1038.6,10385.99
2001-11-08,2001,1140.13,11401.3,1044.36,10443.59
2001-11-09,2001,1129.34,11293.45,1034.48,10344.8
2001-11-10,2001,1133.74,11337.39,1038.5,10385.05
2001-11-11,2001,1135.44,11354.44,1040.07,10400.66
2001-11-12,2001,1133.78,11337.78,1038.54,10385.41
2001-11-13,2001,1125.57,11255.67,1031.02,10310.19
2001-11-14,2001,1147.2,11471.99,1050.83,10508.34
2001-11-15,2001,1135.84,11358.43,1040.43,10404.32
2001-11-16,2001,1136.75,11367.49,1041.26,10412.62
2001-11-17,2001,1155.29,11552.93,1058.25,10582.48
2001-11-18,2001,1132.86,11328.65,1037.7,10377.04
2001-11-19,2001,1134.94,11349.4,1039.6,10396.05
2001-11-20,2001,1151.38,11513.76,1054.66,10546.6
2001-11-21,2001,1132.71,11327.11,1037.56,10375.64
2001-11-22,2001,1162.08,11620.84,1064.47,10644.69
2001-11-23,2001,1138.9,11388.96,1043.23,10432.29
2001-11-24,2001,1155.07,11550.75,1058.05,10580.48
2001-11-25,2001,1142.43,11424.33,1046.47,10464.69
2001-11-26,2001,1156.52,11565.24,1059.38,10593.76
2001-11-27,2001,1152.15,11521.48,1055.37,10553.68
2001-11-28,2001,1161.96,11619.58,1064.35,10643.53
2001-11-29,2001,1136.83,11368.26,1041.33,10413.33
2001-11-30,2001,1162.53,11625.35,1064.88,10648.82
2001-12-01,2001,1157.15,11571.51,1059.95,10599.5
2001-12-02,2001,1145.82,11458.25,1049.58,10495.76
2001-12-03,2001,1162.95,11629.51,1065.26,10652.64
2001-12-04,2001,1160.67,11606.65,1063.17,10631.69
2001-12-05,2001,1153.06,11530.61,1056.2,10562.04
2001-12-06,2001,1161.09,11610.89,1063.56,10635.57
2001-12-07,2001,1159.38,11593.8,1061.99,10619.92
2001-12-08,2001,1146.89,11468.91,1050.55,10505.52
2001-12-09,2001,1161.5,11614.96,1063.93,10639.31
2001-12-10,2001,1187.2,11871.98,1087.47,10874.74
2001-12-11,2001,1164.87,11648.65,1067.02,10670.17
2001-12-12,2001,1164.68,11646.79,1066.85,10668.46
2001-12-13,2001,1164.41,11644.07,1066.6,10665.96
2001-12-14,2001,1172.63,11726.31,1074.13,10741.3
2001-12-15,2001,1166.64,11666.4,1068.64,10686.42
2001-12-16,2001,1166.59,11665.92,1068.6,10685.99
2001-12-17,2001,1149.79,11497.93,1053.21,10532.1
2001-12-18,2001,1168.9,11688.97,1070.71,10707.1
2001-12-19,2001,1175.99,11759.87,1077.2,10772.04
2001-12-20,2001,1199.42,11994.21,1098.67,10986.7
2001-12-21,2001,1176.34,11763.41,1077.53,10775.29
2001-12-22,2001,1173.76,11737.65,1075.17,10751.68
2001-12-23,2001,1164.87,11648.74,1067.02,10670.25
2001-12-24,2001,1161.07,11610.68,1063.54,10635.39
2001-12-25,2001,1183.05,11830.47,1083.67,10836.71
2001-12-26,2001,1179.06,11790.65,1080.02,10800.23
2001-12-27,2001,1186.2,11862.02,1086.56,10865.61
2001-12-28,2001,1190.8,11908.03,1090.78,10907.76
2001-12-29,2001,1169.49,11694.92,1071.25,10712.55
2001-12-30,2001,1176.83,11768.3,1077.98,10779.76
2001-12-31,2001,1176.36,11763.64,1077.55,10775.49
2002-01-01,2002,1198.99,11989.94,1098.28,10982.78
2002-01-02,2002,1185.63,11856.35,1086.04,10860.41
2002-01-03,2002,1180.85,11808.53,1081.66,10816.61
2002-01-04,2002,1191.86,11918.63,1091.75,10917.46
2002-01-05,2002,1190.98,11909.81,1090.94,10909.39
2002-01-06,2002,1202.82,12028.24,1101.79,11017.87
2002-01-07,2002,1180.82,11808.18,1081.63,10816.29
2002-01-08,2002,1190.76,11907.63,1090.74,10907.39
2002-01-09,2002,1187.61,11876.06,1087.85,10878.47
2002-01-10,2002,1187.64,11876.41,1087.88,10878.79
2002-01-11,2002,1184.78,11847.78,1085.26,10852.57
2002-01-12,2002,1209.11,12091.05,1107.54,11075.41
2002-01-13,2002,1185.95,11859.52,1086.33,10863.32
2002-01-14,2002,1204.22,12042.21,1103.07,11030.66
2002-01-15,2002,1200.42,12004.2,1099.58,10995.85
2002-01-16,2002,1214.4,12144.0,1112.39,11123.91
2002-01-17,2002,1202.91,12029.07,1101.86,11018.63
2002-01-18,2002,1212.95,12129.51,1111.06,11110.63
2002-01-19,2002,1191.3,11913.0,1091.23,10912.31
2002-01-20,2002,1208.15,12081.51,1106.67,11066.66
2002-01-21,2002,1206.47,12064.74,1105.13,11051.31
2002-01-22,2002,1216.2,12161.99,1114.04,11140.38
2002-01-23,2002,1193.05,11930.54,1092.84,10928.37
2002-01-24,2002,1196.45,11964.53,1095.95,10959.51
2002-01-25,2002,1202.2,12021.99,1101.21,11012.14
2002-01-26,2002,1224.36,12243.6,1121.51,11215.14
2002-01-27,2002,1222.16,12221.62,1119.5,11195.0
2002-01-28,2002,1217.86,12178.65,1115.56,11155.64
2002-01-29,2002,1206.39,12063.91,1105.05,11050.54
2002-01-30,2002,1199.56,11995.56,1098.79,10987.94
2002-01-31,2002,1215.17,12151.7,1113.1,11130.95
2002-02-01,2002,1205.21,12052.06,1103.97,11039.69
2002-02-02,2002,1215.8,12157.96,1113.67,11136.69
2002-02-03,2002,1226.65,12266.55,1123.62,11236.16
2002-02-04,2002,1211.79,12117.88,1110.0,11099.98
2002-02-05,2002,1216.37,12163.65,1114.19,11141.9
2002-02-06,2002,1237.61,12376.06,1133.65,11336.47
2002-02-07,2002,1200.0,12000.0,1099.2,10992.0
2002-02-08,2002,1233.24,12332.45,1129.65,11296.52
2002-02-09,2002,1216.92,12169.15,1114.69,11146.94
2002-02-10,2002,1228.79,12287.91,1125.57,11255.73
2002-02-11,2002,1227.73,12277.26,1124.6,11245.97
2002-02-12,2002,1222.8,12228.01,1120.09,11200.86
2002-02-13,2002,1227.51,12275.14,1124.4,11244.03
2002-02-14,2002,1257.37,12573.74,1151.75,11517.54
2002-02-15,2002,1213.11,12131.08,1111.21,11112.07
2002-02-16,2002,1206.11,12061.12,1104.8,11047.98
2002-02-17,2002,1253.23,12532.33,1147.96,11479.61
2002-02-18,2002,1238.77,12387.69,1134.71,11347.13
2002-02-19,2002,1235.27,12352.72,1131.51,11315.09
2002-02-20,2002,1218.9,12189.03,1116.52,11165.15
2002-02-21,2002,1247.32,12473.16,1142.54,11425.41
2002-02-22,2002,1236.37,12363.71,1132.52,11325.16
2002-02-23,2002,1236.58,12365.84,1132.71,11327.11
2002-02-24,2002,1246.48,12464.77,1141.77,11417.73
2002-02-25,2002,1239.83,12398.32,1135.69,11356.86
2002-02-26,2002,1236.89,12368.93,1132.99,11329.94
2002-02-27,2002,1229.01,12290.07,1125.77,11257.7
2002-02-28,2002,1263.63,12636.34,1157.49,11574.89
2002-03-01,2002,1257.01,12570.1,1151.42,11514.21
2002-03-02,2002,1255.3,12552.98,1149.85,11498.53
2002-03-03,2002,1264.22,12642.15,1158.02,11580.21
2002-03-04,2002,1236.17,12361.73,1132.33,11323.35
2002-03-05,2002,1242.03,12420.35,1137.7,11377.04
2002-03-06,2002,1263.43,12634.27,1157.3,11573.0
2002-03-07,2002,1243.07,12430.67,1138.65,11386.5
2002-03-08,2002,1252.24,12522.37,1147.05,11470.49
2002-03-09,2002,1251.1,12510.97,1146.0,11460.05
2002-03-10,2002,1260.2,12601.95,1154.34,11543.39
2002-03-11,2002,1279.24,12792.4,1171.78,11717.84
2002-03-12,2002,1254.36,12543.64,1149.0,11489.97
2002-03-13,2002,1241.47,12414.74,1137.19,11371.9
2002-03-14,2002,1279.24,12792.38,1171.78,11717.82
2002-03-15,2002,1274.16,12741.63,1167.13,11671.33
2002-03-16,2002,1256.2,12561.99,1150.68,11506.79
2002-03-17,2002,1281.13,12811.34,1173.52,11735.18
2002-03-18,2002,1263.61,12636.05,1157.46,11574.62
2002-03-19,2002,1274.82,12748.2,1167.73,11677.35
2002-03-20,2002,1259.41,12594.12,1153.62,11536.21
2002-03-21,2002,1256.48,12564.82,1150.94,11509.38
2002-03-22,2002,1281.51,12815.14,1173.87,11738.67
2002-03-23,2002,1253.47,12534.73,1148.18,11481.81
2002-03-24,2002,1256.49,12564.89,1150.94,11509.43
2002-03-25,2002,1267.31,12673.06,1160.85,11608.52
2002-03-26,2002,1244.06,12440.62,1139.56,11395.61
2002-03-27,2002,1297.69,12976.93,1188.69,11886.87
2002-03-28,2002,1299.56,12995.56,1190.39,11903.93
2002-03-29,2002,1295.31,12953.09,1186.5,11865.03
2002-03-30,2002,1274.8,12747.98,1167.71,11677.15
2002-03-31,2002,1284.08,12840.77,1176.21,11762.15
2002-04-01,2002,1254.84,12548.42,1149.44,11494.35
2002-04-02,2002,1276.33,12763.3,1169.12,11691.18
2002-04-03,2002,1254.62,12546.18,1149.23,11492.3
2002-04-04,2002,1284.44,12844.37,1176.54,11765.45
2002-04-05,2002,1286.07,12860.69,1178.04,11780.39
2002-04-06,2002,1289.82,12898.2,1181.47,11814.75
2002-04-07,2002,1285.27,12852.7,1177.31,11773.08
2002-04-08,2002,1288.31,12883.09,1180.09,11800.91
2002-04-09,2002,1258.39,12583.9,1152.69,11526.85
2002-04-10,2002,1275.97,12759.69,1168.79,11687.88
2002-04-11,2002,1290.6,12906.01,1182.19,11821.9
2002-04-12,2002,1283.46,12834.6,1175.65,11756.49
2002-04-13,2002,1294.05,12940.5,1185.35,11853.5
2002-04-14,2002,1269.43,12694.3,1162.8,11627.98
2002-04-15,2002,1279.01,12790.1,1171.57,11715.73
2002-04-16,2002,1297.5,12975.05,1188.51,11885.14
2002-04-17,2002,1298.85,12988.45,1189.74,11897.42
2002-04-18,2002,1298.39,12983.88,1189.32,11893.24
2002-04-19,2002,1307.43,13074.35,1197.61,11976.1
2002-04-20,2002,1321.87,13218.65,1210.83,12108.29
2002-04-21,2002,1328.52,13285.16,1216.92,12169.21
2002-04-22,2002,1291.31,12913.06,1182.84,11828.37
2002-04-23,2002,1307.41,13074.12,1197.59,11975.89
2002-04-24,2002,1325.53,13255.31,1214.19,12141.86
2002-04-25,2002,1306.17,13061.7,1196.45,11964.51
2002-04-26,2002,1301.12,13011.22,1191.83,11918.28
2002-04-27,2002,1301.96,13019.61,1192.6,11925.97
2002-04-28,2002,1318.21,13182.06,1207.48,12074.77
2002-04-29,2002,1300.04,13000.35,1190.83,11908.32
2002-04-30,2002,1311.42,13114.24,1201.26,12012.64
2002-05-01,2002,1313.48,13134.83,1203.15,12031.51
2002-05-02,2002,1309.79,13097.88,1199.77,11997.66
2002-05-03,2002,1295.6,12956.01,1186.77,11867.71
2002-05-04,2002,1294.5,12945.01,1185.76,11857.63
2002-05-05,2002,1309.23,13092.26,1199.25,11992.51
2002-05-06,2002,1319.09,13190.91,1208.29,12082.87
2002-05-07,2002,1325.14,13251.36,1213.82,12138.24
2002-05-08,2002,1334.88,13348.81,1222.75,12227.51
2002-05-09,2002,1304.53,13045.27,1194.95,11949.47
2002-05-10,2002,1303.87,13038.7,1194.34,11943.45
2002-05-11,2002,1341.21,13412.11,1228.55,12285.5
2002-05-12,2002,1309.37,13093.71,1199.38,11993.84
2002-05-13,2002,1315.29,13152.93,1204.81,12048.08
2002-05-14,2002,1322.11,13221.11,1211.05,12110.54
2002-05-15,2002,1314.98,13149.85,1204.53,12045.26
2002-05-16,2002,1340.82,13408.18,1228.19,12281.89
2002-05-17,2002,1310.44,13104.43,1200.37,12003.65
2002-05-18,2002,1337.77,13377.65,1225.39,12253.93
2002-05-19,2002,1325.34,13253.41,1214.01,12140.12
2002-05-20,2002,1352.31,13523.08,1238.71,12387.14
2002-05-21,2002,1320.03,13200.27,1209.14,12091.45
2002-05-22,2002,1300.31,13003.13,1191.09,11910.86
2002-05-23,2002,1340.34,13403.43,1227.75,12277.55
2002-05-24,2002,1328.89,13288.85,1217.26,12172.59
2002-05-25,2002,1328.39,13283.94,1216.81,12168.09
2002-05-26,2002,1331.98,13319.78,1220.09,12200.92
2002-05-27,2002,1356.31,13563.11,1242.38,12423.8
2002-05-28,2002,1330.13,13301.27,1218.4,12183.97
2002-05-29,2002,1348.88,13488.84,1235.58,12355.77
2002-05-30,2002,1341.1,13410.95,1228.44,12284.43
2002-05-31,2002,1338.92,13389.2,1226.45,12264.51
2002-06-01,2002,1328.26,13282.57,1216.68,12166.84
2002-06-02,2002,1350.53,13505.26,1237.08,12370.82
2002-06-03,2002,1353.54,13535.39,1239.84,12398.42
2002-06-04,2002,1350.74,13507.41,1237.28,12372.78
2002-06-05,2002,1352.65,13526.5,1239.03,12390.27
2002-06-06,2002,1340.26,13402.57,1227.68,12276.76
2002-06-07,2002,1347.58,13475.79,1234.38,12343.82
2002-06-08,2002,1364.34,13643.42,1249.74,12497.37
2002-06-09,2002,1338.18,13381.79,1225.77,12257.72
2002-06-10,2002,1338.69,13386.92,1226.24,12262.42
2002-06-11,2002,1349.35,13493.53,1236.01,12360.08
2002-06-12,2002,1346.87,13468.69,1233.73,12337.32
2002-06-13,2002,1343.13,13431.3,1230.31,12303.07
2002-06-14,2002,1355.2,13551.98,1241.36,12413.62
2002-06-15,2002,1373.86,13738.64,1258.46,12584.59
2002-06-16,2002,1356.01,13560.1,1242.1,12421.05
2002-06-17,2002,1352.53,13525.29,1238.92,12389.16
2002-06-18,2002,1377.49,13774.94,1261.78,12617.84
2002-06-19,2002,1360.64,13606.41,1246.35,12463.47
2002-06-20,2002,1365.63,13656.27,1250.91,12509.14
2002-06-21,2002,1359.99,13599.93,1245.75,12457.53
2002-06-22,2002,1386.22,13862.16,1269.77,12697.73
2002-06-23,2002,1354.68,13546.76,1240.88,12408.83
2002-06-24,2002,1326.97,13269.7,1215.5,12155.05
2002-06-25,2002,1347.07,13470.71,1233.92,12339.17
2002-06-26,2002,1361.03,13610.27,1246.7,12467.01
2002-06-27,2002,1380.87,13808.7,1264.88,12648.77
2002-06-28,2002,1360.93,13609.27,1246.61,12466.09
2002-06-29,2002,1359.61,13596.14,1245.41,12454.07
2002-06-30,2002,1377.58,13775.81,1261.86,12618.64
2002-07-01,2002,1347.06,13470.62,1233.91,12339.08
2002-07-02,2002,1358.57,13585.65,1244.45,12444.46
2002-07-03,2002,1371.27,13712.7,1256.08,12560.84
2002-07-04,2002,1354.74,13547.4,1240.94,12409.42
2002-07-05,2002,1382.85,13828.49,1266.69,12666.89
2002-07-06,2002,1398.41,13984.08,1280.94,12809.42
2002-07-07,2002,1371.26,13712.61,1256.07,12560.75
2002-07-08,2002,1361.35,13613.45,1246.99,12469.92
2002-07-09,2002,1375.97,13759.71,1260.39,12603.89
2002-07-10,2002,1385.49,13854.86,1269.1,12691.05
2002-07-11,2002,1399.83,13998.28,1282.24,12822.43
2002-07-12,2002,1390.33,13903.35,1273.55,12735.46
2002-07-13,2002,1357.07,13570.68,1243.07,12430.74
2002-07-14,2002,1378.02,13780.25,1262.27,12622.71
2002-07-15,2002,1385.57,13855.7,1269.18,12691.82
2002-07-16,2002,1381.54,13815.36,1265.49,12654.87
2002-07-17,2002,1395.45,13954.46,1278.23,12782.29
2002-07-18,2002,1397.5,13974.99,1280.11,12801.09
2002-07-19,2002,1401.32,14013.22,1283.61,12836.11
2002-07-20,2002,1387.92,13879.24,1271.34,12713.38
2002-07-21,2002,1370.53,13705.31,1255.41,12554.06
2002-07-22,2002,1386.95,13869.45,1270.44,12704.42
2002-07-23,2002,1371.65,13716.48,1256.43,12564.29
